PN,ProductGroup,WorkCenter,Predecessors,RawMaterial,OperationRoute,OperationRouteID,ProcessingTimes,SetupTimes,BatchInfo,ScrapRate
6298-1701-1300,,Phantom,"[['6298-1200-0001', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.01
6298-1701-5701,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Kitting', 'Depanelize']",5,"[1.217, 2.5, 10, 3.75, 1.844, 1.5, 1.617, 3, 1.3666666666666667]","[10, 77.07, 10, 10, 3.869, 10, 1.741, 10, 10]",34-69.33333333333333-138.66666666666666,0.01366425
6298-1701-5702,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Kitting', 'Depanelize']",5,"[1.217, 2.5, 10, 3.75, 1.844, 1.5, 1.617, 3, 1.3666666666666667]","[10, 77.07, 10, 10, 3.869, 10, 1.741, 10, 10]",34-69.33333333333333-138.66666666666666,0.01366425
6298-1701-5703,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Kitting', 'Depanelize']",5,"[1.217, 2.5, 10, 3.75, 1.844, 1.5, 1.617, 3, 1.3666666666666667]","[10, 77.07, 10, 10, 3.869, 10, 1.741, 10, 10]",34-69.33333333333333-138.66666666666666,0.01366425
6298-1701-5704,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Kitting', 'Depanelize']",5,"[1.217, 2.5, 10, 0.8, 1.844, 0.333, 1.617, 3, 1.3666666666666667]","[10, 77.07, 10, 10, 3.869, 10, 1.741, 10, 10]",34-69.33333333333333-138.66666666666666,0.01366425
6298-1701-5705,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Kitting', 'Depanelize']",5,"[1.217, 2.5, 10, 3.75, 1.844, 1.5, 1.617, 3, 1.3666666666666667]","[10, 77.07, 10, 10, 3.869, 10, 1.741, 10, 10]",34-69.33333333333333-138.66666666666666,0.01366425
6298-1701-6800,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 2.433, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6298-1800-4000,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 1.881, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6298-2000-1900,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 1.467, 3.75, 1.536, 1.1333333333333333]","[10, 32.767, 10, 27.9, 10]",290-580-1160,0.2
6298-2001-0300,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 2.433, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0
6318-1100-0003,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6318-1100-0004,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6318-1100-2003,,Phantom,"[['6318-1100-4707', 1.0], ['6318-1700-0300', 1.0], ['6318-1700-0400', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-2005,,Phantom,"[['6318-1100-4708', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-2006,,Phantom,"[['6318-1100-4709', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-2007,,Phantom,"[['6318-1100-4710', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-2008,,SA,"[['6318-1100-4711', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6318-1100-2009,,Phantom,"[['6318-1100-4712', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-2010,,Phantom,"[['6318-1100-4713', 1.0], ['6318-1700-0301', 1.0], ['6318-1700-0401', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1100-4703,,SA,[],-,SA,21,[9.96],0,230-460.6-921.2,0.016353142
6318-1100-4705,,SA,[],-,SA,21,[9.96],0,230-460.6-921.2,0.016353142
6318-1100-4706,,SA,[],-,SA,21,[9.96],0,230-460.6-921.2,0.016353142
6318-1200-0603,,PRD,[],-,"['LaserMarking', 'SMD', 'IPS', 'CA', 'Selective', 'Kitting', 'Coating', 'Depanelize']",6,"[0.617, 2.0, 10, 3.75, 5.595, 3, 3, 0.6666666666666666]","[10, 67.037, 10, 10, 17.983, 10, 10, 10]",174-348.25-696.5,0.004045195
6318-1200-1801,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.833, 3.75, 2.433, 0.6666666666666666]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6318-1200-3403,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[5.217, 0.833, 3.75, 2.433, 6.033333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6318-1200-4601,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[5.217, 4.167, 6.033333333333333]","[10, 42.108, 10]",229-459.42857142857144-918.8571428571429,0.023481638
6318-1200-4602,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[5.217, 4.167, 6.033333333333333]","[10, 42.108, 10]",229-459.42857142857144-918.8571428571429,0.023481638
6318-1400-1800,,Phantom,[],-,Phantom,31,[0],0,118-237.5-475.0,0
6318-1500-4000,,SA,[],-,SA,21,[12.299],0,141-282.2-564.4,0.007082695
6318-1500-4002,,SA,"[['6318-1200-0607', 1.0], ['6318-1400-1801', 1.0]]",-,SA,21,[12.299],0,141-282.2-564.4,0.007082695
6318-1500-4003,,Phantom,"[['6318-1200-0608', 1.0], ['6318-1800-1800', 1.0]]",-,Phantom,31,[0],0,141-282.2-564.4,0.007082695
6318-1500-4004,,SA,"[['6318-1200-0608', 1.0], ['6318-1800-1801', 1.0]]",-,SA,21,[12.299],0,141-282.2-564.4,0.007082695
6318-1500-4005,,SA,"[['6318-1200-0609', 1.0], ['6318-1800-1801', 1.0]]",-,SA,21,[12.299],0,141-282.2-564.4,0.007082695
6318-1500-4006,,SA,"[['6318-1200-0610', 1.0], ['6318-1800-1801', 1.0]]",-,SA,21,[12.299],0,141-282.2-564.4,0.007082695
6318-1600-2900,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6318-1600-5800,WIRE_Semi-Automated,WIRE,"[['6318-1500-0002', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6318-1700-2200,,MILL,"[['6318-1700-2300', 1.0], ['6318-1700-8100', 1.0], ['6318-1700-8200', 1.0], ['6318-1700-8301', 1.0], ['6318-1700-8400', 1.0], ['6318-1700-8500', 1.0], ['6318-1700-8600', 1.0], ['6318-1700-8701', 5.0], ['6318-1700-8801', 3.0], ['6318-1700-8901', 1.0], ['6318-1700-9001', 5.0], ['6318-1700-9101', 3.0], ['6318-1700-9200', 1.0], ['6318-1700-9300', 1.0], ['6318-1700-9400', 1.0], ['6318-1700-9500', 1.0], ['6318-1700-9600', 2.0], ['6318-1700-9700', 4.0], ['6318-1700-9800', 2.0], ['6318-1700-9900', 1.0], ['6318-1701-0000', 1.0], ['6318-1701-0100', 2.0], ['6318-1701-0200', 1.0], ['6318-1701-0300', 4.0]]",-,MILL,20,[0],0,50-100-200,0.02
6318-1700-2600,,SA,"[['6318-1100-4707', 1.0], ['6318-1700-3000', 1.0], ['6318-1700-3100', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2601,,SA,"[['6318-1100-4707', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2602,,SA,"[['6318-1100-4708', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2603,,SA,"[['6318-1100-4709', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2604,,SA,"[['6318-1100-4710', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2605,,SA,"[['6318-1100-4711', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2606,,SA,"[['6318-1100-4712', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1700-2607,,SA,"[['6318-1100-4713', 1.0], ['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,SA,21,[9.372],0,155-311.35714285714283-622.7142857142857,0.00292472
6318-1701-8400,,SA,"[['6318-1100-4707', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8401,,SA,"[['6318-1100-4707', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8402,,SA,"[['6318-1100-4708', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8403,,SA,"[['6318-1100-4709', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8404,,SA,"[['6318-1100-4710', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8405,,SA,"[['6318-1100-4711', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8406,,SA,"[['6318-1100-4712', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1701-8407,,SA,"[['6318-1100-4713', 1.0], ['6318-1701-8501', 1.0], ['6318-1701-8601', 1.0]]",-,SA,21,[9.698],0,21-42.857142857142854-85.71428571428571,0
6318-1800-2802,,SA,"[['6318-1800-4204', 1.0]]",-,SA,21,[9.96],0,25-50.0-100.0,0.004444444
6318-1800-2803,,SA,"[['6318-1800-4205', 1.0]]",-,SA,21,[9.96],0,25-50.0-100.0,0.004444444
6318-1800-2804,,SA,"[['6318-1800-4205', 1.0]]",-,SA,21,[9.96],0,25-50.0-100.0,0.004444444
6318-1800-4202,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Coating', 'Depanelize']",7,"[0.617, 2.5, 3.75, 1.874, 3, 0.6666666666666666]","[10, 45.783, 10, 10, 10, 10]",25-50.0-100.0,0.023696682
6318-1800-4203,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Coating', 'Depanelize']",7,"[0.617, 2.5, 3.75, 1.874, 3, 0.6666666666666666]","[10, 45.783, 10, 10, 10, 10]",25-50.0-100.0,0.023696682
6318-1800-7200,,SA,"[['6318-1200-0608', 1.0], ['6318-1800-6700', 1.0]]",-,SA,21,[9.96],0,24-49.333333333333336-98.66666666666667,0
6318-1800-7201,,SA,"[['6318-1200-0609', 1.0], ['6318-1800-6700', 1.0]]",-,SA,21,[9.96],0,24-49.333333333333336-98.66666666666667,0
6318-1800-7202,,SA,"[['6318-1200-0610', 1.0], ['6318-1800-6700', 1.0]]",-,SA,21,[9.96],0,24-49.333333333333336-98.66666666666667,0
6318-1900-8700,,Phantom,"[['6318-1800-1801', 1.0], ['6318-1900-8800', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1900-8701,,Phantom,"[['6318-1800-1801', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1901-0500,,Phantom,"[['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1901-0501,,Phantom,"[['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6318-1901-0502,,Phantom,"[['6318-1700-3001', 1.0], ['6318-1700-3101', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6336-0600-0105,,SA,"[['6336-0600-0204', 1.0], ['6336-0600-0304', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-0600-5601,,SA,[],-,SA,21,[1.289],0,130-260.0-520.0,0.006622517
6337-0600-5602,,SA,"[['6337-1901-0600', 1.0]]",-,SA,21,[1.289],0,130-260.0-520.0,0.006622517
6337-0700-0003,,SA,[],-,SA,21,[9.96],0,196-392.0-784.0,0.00127551
6337-0700-0004,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 0.7, 3.75, 1.533, 0.9]","[10, 54, 10, 10, 10]",196-392.0-784.0,0.00127551
6337-0700-6509,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6337-0700-7100,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6337-0700-7101,,SA,"[['6337-0700-7200', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-0800-0008,,SA,[],-,SA,21,[2.042],0,50-100-200,0.047619048
6337-0800-0009,,SA,"[['6337-1901-1500', 1.0]]",-,SA,21,[2.042],0,50-100-200,0.047619048
6337-0800-0909,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6337-0800-3202,,SA,[],-,SA,21,[2.058],0,51-102.0-204.0,0.027190332
6337-0800-3203,,SA,"[['6337-1900-1100', 1.0]]",-,SA,21,[2.058],0,51-102.0-204.0,0.027190332
6337-0800-5507,,SA,"[['6337-1900-0100', 1.0]]",-,SA,21,[9.96],0,50-100.0-200.0,0
6337-0800-6900,,SA,[],-,SA,21,[9.96],0,254-508.0-1016.0,0.001984127
6337-0800-6901,,SA,"[['6337-1900-1500', 1.0]]",-,SA,21,[9.96],0,254-508.0-1016.0,0.001984127
6337-1000-0007,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 3.75, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1000-0008,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 3.75, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1000-0009,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 3.75, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1000-0010,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 3.75, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1000-0011,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 3.75, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1000-0012,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'ICT', 'Depanelize']",8,"[0.717, 1.417, 2.0, 2.271, 46.0, 0.7833333333333333]","[10, 39.369, 10, 14.307, 10, 10]",294-589.5-1179.0,0.014216084
6337-1200-0200,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.417, 0.583, 1.5, 3.749, 1.6]","[10, 30.726, 10, 11.682, 10]",244-489.0-978.0,0.022318841
6337-1200-0601,,SA,[],-,SA,21,[0.652],0,242-484.0-968.0,0.022762545
6337-1200-0602,,SA,[],-,SA,21,[0.652],0,242-484.0-968.0,0.022762545
6337-1200-0603,,SA,[],-,SA,21,[0.652],0,242-484.0-968.0,0.022762545
6337-1200-0604,,SA,"[['6337-1900-1300', 1.0]]",-,SA,21,[0.652],0,242-484.0-968.0,0.022762545
6337-1200-8501,,SA,[],-,SA,21,[9.96],0,288-577.375-1154.75,0.008153757
6337-1200-8502,,SA,[],-,SA,21,[9.96],0,288-577.375-1154.75,0.008153757
6337-1200-8503,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.75, 1.5, 3.638, 1.3666666666666667]","[10, 57.686, 10, 5.864, 10]",288-577.375-1154.75,0.008153757
6337-1200-8504,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.75, 1.667, 3.638, 1.3666666666666667]","[10, 57.686, 10, 5.864, 10]",288-577.375-1154.75,0.008153757
6337-1200-8505,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.75, 3.75, 3.638, 1.3666666666666667]","[10, 57.686, 10, 5.864, 10]",288-577.375-1154.75,0.008153757
6337-1300-2501,,PRD,"[['6337-1801-2200', 1.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.417, 1.875, 3.122, 1.3666666666666667]","[10, 25.818, 10, 8.337, 10]",250-501.09090909090907-1002.1818181818181,0.004549967
6337-1300-3600,,SA,[],-,SA,21,[9.96],0,221-442.5-885.0,0.002319109
6337-1300-3601,,SA,"[['6337-1900-0500', 1.0]]",-,SA,21,[9.96],0,221-442.5-885.0,0.002319109
6337-1400-0601,,Phantom,"[['6337-1400-1602', 1.0], ['6337-1400-3601', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0602,,Phantom,"[['6337-1400-1603', 1.0], ['6337-1400-3601', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0603,,Phantom,"[['6337-1400-1604', 1.0], ['6337-1400-3601', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0604,,Phantom,"[['6337-1400-1604', 1.0], ['6337-1400-3602', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0605,,Phantom,"[['6337-1400-1605', 1.0], ['6337-1400-3601', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0606,,SA,"[['6337-1400-1605', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0607,,SA,"[['6337-1400-1606', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0608,,SA,"[['6337-1400-1607', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0609,,Phantom,"[['6337-1400-1607', 1.0], ['6337-1400-3602', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0610,,SA,"[['6337-1400-1607', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0611,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0612,,SA,"[['6337-1400-1607', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0613,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0614,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0615,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0616,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0617,,SA,"[['6337-1400-1608', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0618,,SA,"[['6337-1400-1609', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0619,,SA,"[['6337-1400-1609', 1.0], ['6337-1400-3602', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0620,,SA,"[['6337-1400-1609', 1.0], ['6337-1400-3603', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0621,,SA,"[['6337-1400-1609', 1.0], ['6337-1400-3603', 1.0]]",-,SA,21,[7.713],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-0622,,Phantom,"[['6337-1400-1609', 1.0], ['6337-1400-3603', 1.0]]",-,Phantom,31,[0],0,141-282.93333333333334-565.8666666666667,0.023726177
6337-1400-1600,,Phantom,[],-,Phantom,31,[0],0,274-548.2857142857143-1096.5714285714287,0.006147153
6337-1400-1601,,Phantom,[],-,Phantom,31,[0],0,274-548.2857142857143-1096.5714285714287,0.006147153
6337-1400-3600,,Phantom,[],-,Phantom,31,[0],0,272-544.5-1089.0,0.007121212
6337-1500-0000,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6337-1500-0002,,SA,"[['6337-1500-0702', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-1500-0003,,SA,"[['6337-1500-0702', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-1500-0004,,SA,"[['6337-1500-0703', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-1500-0005,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6337-1500-0006,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6337-1500-0007,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6337-1500-0701,,Phantom,[],-,Phantom,31,[0],0,210-420.0-840.0,0.005556282
6337-1600-0200,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.417, 3.75, 2.01, 0.6666666666666666]","[10, 16.5, 10, 5.642, 10]",85-171.0-342.0,0.014849385
6337-1600-0201,,Phantom,[],-,Phantom,31,[0],0,85-171.0-342.0,0.014849385
6337-1600-0202,,SA,"[['1202-0001-1104', 2.0]]",-,SA,21,[9.96],0,85-171.0-342.0,0.014849385
6337-1600-0204,,PRD,"[['1202-0001-1104', 2.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.417, 3.75, 2.01, 0.6666666666666666]","[10, 16.5, 10, 5.642, 10]",85-171.0-342.0,0.014849385
6337-1600-0206,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.417, 3.75, 2.01, 0.6666666666666666]","[10, 16.5, 10, 5.642, 10]",85-171.0-342.0,0.014849385
6337-1600-2200,,SA,"[['6337-1500-0703', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2201,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2202,,Phantom,[],-,Phantom,31,[0],0,71-142.0-284.0,0.008014655
6337-1600-2203,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2204,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2205,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2206,,Phantom,[],-,Phantom,31,[0],0,71-142.0-284.0,0.008014655
6337-1600-2207,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2208,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2209,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2210,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2211,,Phantom,[],-,Phantom,31,[0],0,71-142.0-284.0,0.008014655
6337-1600-2212,,Phantom,[],-,Phantom,31,[0],0,71-142.0-284.0,0.008014655
6337-1600-2213,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2214,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2215,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-2216,,SA,"[['6337-1500-0705', 1.0]]",-,SA,21,[13.108],0,71-142.0-284.0,0.008014655
6337-1600-8000,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 0.633, 3.75, 2.433, 0.9]","[10, 54, 10, 10, 10]",346-692.0-1384.0,0.058823529
6337-1700-2300,,SA,[],-,SA,21,[9.96],0,119-238.66666666666666-477.3333333333333,0.009174312
6337-1700-2301,,SA,"[['6337-1900-0300', 1.0]]",-,SA,21,[9.96],0,119-238.66666666666666-477.3333333333333,0.009174312
6337-1700-5600,,SA,[],-,SA,21,[0.639],0,640-1281.4285714285713-2562.8571428571427,0.00199005
6337-1700-5601,,SA,"[['6337-1900-0700', 1.0]]",-,SA,21,[0.639],0,640-1281.4285714285713-2562.8571428571427,0.00199005
6337-1700-7600,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[2.217, 0.65, 3.75, 2.19, 2.533333333333333]","[10, 54, 10, 7.672, 10]",549-1098.0-2196.0,0.000481232
6337-1700-7601,,SA,"[['6337-1900-2500', 1.0]]",-,SA,21,[1.29],0,549-1098.0-2196.0,0.000481232
6337-1700-7602,,SA,"[['6337-1900-2501', 1.0]]",-,SA,21,[1.29],0,549-1098.0-2196.0,0.000481232
6337-1800-2600,,SA,"[['6337-1500-0704', 1.0]]",-,SA,21,[13.083],0,127-254.54545454545453-509.09090909090907,0
